ID,Time,Author,AuthorIsBot,Channel,Content
1232333227151200286,2024-04-23 14:12:17.033347,LetterLoops,True,🧩-letterloops,"🔒 Puzzle Still Exclusive 🔒
4/6 of Today's summoned puzzles solved."
1232333242296832081,2024-04-23 14:12:20.698245,emusakhi,False,🧩-letterloops,Calligrapher
1232333243307659435,2024-04-23 14:12:20.891090,LetterLoops,True,🧩-letterloops,"🔒 Puzzle Still Exclusive 🔒
4/6 of Today's summoned puzzles solved."
1232333255697633280,2024-04-23 14:12:23.850743,emusakhi,False,🧩-letterloops,Calligrapher
1232333256297287721,2024-04-23 14:12:23.985015,LetterLoops,True,🧩-letterloops,"🔒 Puzzle Still Exclusive 🔒
4/6 of Today's summoned puzzles solved."
1232333268620148757,2024-04-23 14:12:26.946504,emusakhi,False,🧩-letterloops,Calligrapher
1232333270004535356,2024-04-23 14:12:27.264614,LetterLoops,True,🧩-letterloops,"🥳 You Got it 🥳
Solved in 2 minutes
5/6 of Today's summoned puzzles solved."
1232333276237140119,2024-04-23 14:12:28.791252,jeffmut,False,🧩-letterloops,"Biological

Calligrapher"
1232333277595959337,2024-04-23 14:12:29.063288,LetterLoops,True,🧩-letterloops,"🥳 You Got it 🥳
Solved in 2 minutes and 2 seconds
6/6 of Today's summoned puzzles solved."
1232338680966942810,2024-04-23 14:33:57.332765,wittytrader_05,False,🧩-letterloops,$Feedme
1232338826379268138,2024-04-23 14:34:31.987570,wittytrader_05,False,🧩-letterloops,$Feedme
1232339176205324418,2024-04-23 14:35:55.402703,wittytrader_05,False,🧩-letterloops,$feedme
1232339177325068289,2024-04-23 14:35:55.803396,LetterLoops,True,🧩-letterloops,
1232339179934056448,2024-04-23 14:35:56.349440,LetterLoops,True,🧩-letterloops,
1232339217519218728,2024-04-23 14:36:05.249794,maryann9609,False,🧩-letterloops,Mammoth
1232339217984520273,2024-04-23 14:36:05.358347,LetterLoops,True,🧩-letterloops,"🔒 Puzzle Still Exclusive 🔒
6/8 of Today's summoned puzzles solved."
1232339238310117466,2024-04-23 14:36:10.220082,wittytrader_05,False,🧩-letterloops,Mammoth
1232339239430000734,2024-04-23 14:36:10.493035,LetterLoops,True,🧩-letterloops,"🥳 You Got it 🥳
Solved in 15 seconds
7/8 of Today's summoned puzzles solved."
1232339310775369738,2024-04-23 14:36:27.486431,maryann9609,False,🧩-letterloops,Stympanist
1232339388537638952,2024-04-23 14:36:46.038883,wittytrader_05,False,🧩-letterloops,Stympanist
1232339403918147656,2024-04-23 14:36:49.725556,maryann9609,False,🧩-letterloops,Tympanists
1232339404723589131,2024-04-23 14:36:49.929442,LetterLoops,True,🧩-letterloops,"🔒 Puzzle Still Exclusive 🔒
7/8 of Today's summoned puzzles solved."
1232339440857518125,2024-04-23 14:36:58.510548,wittytrader_05,False,🧩-letterloops,Tympanists
1232339442149363796,2024-04-23 14:36:58.807654,LetterLoops,True,🧩-letterloops,"🥳 You Got it 🥳
Solved in 1 minute and 3 seconds
8/8 of Today's summoned puzzles solved."
1232339526907728002,2024-04-23 14:37:19.018241,wittytrader_05,False,🧩-letterloops,Show leaderboard
1232339527759302657,2024-04-23 14:37:19.270731,LetterLoops,True,🧩-letterloops,"```
  LootBox ┃      User        Solves (Rank)   Mean Solve Time (Rank)  
 ━━━━━━━━━ ━━━━━━━━━━━━━━━━ ━━━━━━━━━━━━━━━ ━━━━━━━━━━━━━━━━━━━━━━━━ 
  22.7 %  ┃  yogeshbansal       35 (7)            0:00:29 (5)        
  22.7 %  ┃   holydiving        33 (9)            0:00:26 (3)        
  7.57 %  ┃    thegiwi          38 (3)            0:00:54 (12)       
  7.57 %  ┃ omnianalytics       34 (8)            0:00:34 (7)        
  7.57 %  ┃  maryann9609        37 (4)            0:00:49 (11)       
  3.78 %  ┃     0xjudd          32 (11)           0:00:29 (5)        
  3.78 %  ┃   makaroni00        31 (13)           0:00:26 (3)        
  2.84 %  ┃   hmairura6         37 (4)            0:00:55 (13)       
  2.84 %  ┃    htp8861          27 (15)           0:00:19 (2)        
  2.27 %  ┃    emusakhi         49 (1)            0:03:02 (17)       
  2.06 %  ┃     .djw.           33 (9)            0:00:43 (10)       
  1.89 %  ┃   windexirc         5 (20)            0:00:10 (1)        
  1.75 %  ┃    jada0459         28 (14)           0:00:37 (9)        
  1.75 %  ┃    jeffmut          45 (2)            0:16:45 (21)       
  1.51 %  ┃    sobalog          36 (6)            0:05:02 (19)       
  1.42 %  ┃  larryflorio        12 (19)           0:00:34 (7)        
  1.34 %  ┃ wittytrader_05      32 (11)           0:01:15 (16)       
  1.26 %  ┃    254karan         20 (17)           0:00:55 (13)       
  1.19 %  ┃     0xmigi          23 (16)           0:01:11 (15)       
  1.14 %  ┃   iamspoosh         13 (18)           0:05:33 (20)       
  1.08 %  ┃    k.aran_          1 (21)            0:03:38 (18)       
```"
1232339591873167461,2024-04-23 14:37:34.528676,wittytrader_05,False,🧩-letterloops,Show times
1232339592787660880,2024-04-23 14:37:34.753617,LetterLoops,True,🧩-letterloops,"```
  Index        Word         Solve Time  
 ━━━━━━━ ━━━━━━━━━━━━━━━━━ ━━━━━━━━━━━━ 
    1         MAMMOTH          15.0     
    2       WISECRACKED        16.0     
    3        PARCELLED         17.0     
    4       EFFECTIVELY        26.0     
    5        MEASURES          26.0     
    6        COMMOTION         30.0     
    7      FACTIONALISM        31.0     
    8      INTRIGUINGLY        31.0     
    9       AFTERBURNER        34.0     
   10        BEGUILING         39.0     
   11       APPROACHED         44.0     
   12         REHIRE           45.0     
   13      UNACCEPTABLY        47.0     
   14         TROOPER          49.0     
   15        MUTTERERS         51.0     
   16       CANONIZING         53.0     
   17      DISJOINTEDLY        58.0     
   18     DISGRUNTLEMENTS      61.0     
   19       TYMPANISTS         63.0     
   20      DROWSINESSES        64.0     
   21     PURPOSEFULNESS       79.0     
   22      MICROTURBINES       83.0     
   23        EMOLUMENT         87.0     
   24       RESTLESSLY        100.0     
   25        RISKINESS        107.0     
   26       DISTRIBUTED       107.0     
   27      PERSPIRATIONS      111.0     
   28       AFFIRMANCE        119.0     
   29       ABDICATION        119.0     
   30        ZIGZAGGED        197.0     
   31        BANDANNA         222.0     
   32     NATIONALIZATION     272.0     
```"
1232339856609509578,2024-04-23 14:38:37.631918,jeffmut,False,🧩-letterloops,Show times
1232339886728806424,2024-04-23 14:38:44.864647,htp8861,False,🧩-letterloops,$feedme
1232339887890501686,2024-04-23 14:38:45.198166,LetterLoops,True,🧩-letterloops,
1232339890264473694,2024-04-23 14:38:45.693668,LetterLoops,True,🧩-letterloops,
1232339923181375511,2024-04-23 14:38:53.488258,htp8861,False,🧩-letterloops,ogemology
1232339924565626881,2024-04-23 14:38:53.819693,LetterLoops,True,🧩-letterloops,"🥳 You Got it 🥳
Solved in 9 seconds
9/10 of Today's summoned puzzles solved."
1232339994258178098,2024-04-23 14:39:10.430570,htp8861,False,🧩-letterloops,speiousperspicacic
1232340045113987212,2024-04-23 14:39:22.574598,htp8861,False,🧩-letterloops,spicaciouspers
1232340051849908236,2024-04-23 14:39:24.170744,maryann9609,False,🧩-letterloops,Perspicacious
1232340052688765050,2024-04-23 14:39:24.382614,LetterLoops,True,🧩-letterloops,"🔒 Puzzle Still Exclusive 🔒
9/10 of Today's summoned puzzles solved."
1232340065112428614,2024-04-23 14:39:27.338344,htp8861,False,🧩-letterloops,Perspicacious
1232340066232172656,2024-04-23 14:39:27.616084,LetterLoops,True,🧩-letterloops,"🥳 You Got it 🥳
Solved in 43 seconds
10/10 of Today's summoned puzzles solved."
1232340073890971710,2024-04-23 14:39:29.418249,htp8861,False,🧩-letterloops,Thanks!
1232340079800881223,2024-04-23 14:39:30.824212,htp8861,False,🧩-letterloops,showtimes
1232340102592725042,2024-04-23 14:39:36.277606,htp8861,False,🧩-letterloops,$show times
1232340103305760798,2024-04-23 14:39:36.451225,LetterLoops,True,🧩-letterloops,"```
  Index        Word        Solve Time  
 ━━━━━━━ ━━━━━━━━━━━━━━━━ ━━━━━━━━━━━━ 
    1         SEEMED          4.0      
    2      OUTSTRIPPED        5.0      
    3        PULPWOOD         6.0      
    4      COMMENDATION       6.0      
    5       PIGEONHOLE        7.0      
    6        SEXIEST          7.0      
    7       SUREFOOTED        7.0      
    8      BAWDINESSES        7.0      
    9       SMUGGLING         8.0      
   10        GEMOLOGY         9.0      
   11      FAMILIARIZES       11.0     
   12     TIMELESSNESSES      11.0     
   13         PAPAL           13.0     
   14     ALPHANUMERICAL      14.0     
   15       CALENDERED        15.0     
   16       THICKENING        15.0     
   17      LONGSHOREMAN       16.0     
   18     DEPERSONALIZE       17.0     
   19      SEAMANSHIPS        18.0     
   20      OFFICEHOLDER       21.0     
   21       HOUSECOATS        21.0     
   22      ATTACHMENTS        22.0     
   23        EXTENDER         23.0     
   24        TORTURED         23.0     
   25      METABOLITES        26.0     
   26      EMOTIONALISM       33.0     
   27       MASOCHISMS        37.0     
   28     PERSPICACIOUS       42.0     
   29       INDEMNITEE       123.0     
```"
1232340184654155876,2024-04-23 14:39:55.849748,emusakhi,False,🧩-letterloops,$feedem
1232340214442102794,2024-04-23 14:40:02.929483,emusakhi,False,🧩-letterloops,$feedme
1232340221367160832,2024-04-23 14:40:04.701275,LetterLoops,True,🧩-letterloops,
1232340225142034515,2024-04-23 14:40:05.552422,LetterLoops,True,🧩-letterloops,
1232340250026708994,2024-04-23 14:40:11.421028,htp8861,False,🧩-letterloops,ipits
1232340258037960766,2024-04-23 14:40:13.342998,emusakhi,False,🧩-letterloops,Pilots
1232340268397891716,2024-04-23 14:40:15.827527,jeffmut,False,🧩-letterloops,Tipists
1232340281613881435,2024-04-23 14:40:19.030081,htp8861,False,🧩-letterloops,pipits
1232340283690192916,2024-04-23 14:40:19.499137,LetterLoops,True,🧩-letterloops,"🔒 Puzzle Still Exclusive 🔒
10/12 of Today's summoned puzzles solved."
1232340285711978548,2024-04-23 14:40:19.945575,jeffmut,False,🧩-letterloops,Tipists
1232340308662943755,2024-04-23 14:40:25.458136,emusakhi,False,🧩-letterloops,pipits
1232340309866840217,2024-04-23 14:40:25.682429,LetterLoops,True,🧩-letterloops,"🥳 You Got it 🥳
Solved in 23 seconds
11/12 of Today's summoned puzzles solved."
1232340324634857512,2024-04-23 14:40:29.201398,htp8861,False,🧩-letterloops,blessimpres
1232340354917728358,2024-04-23 14:40:36.492837,htp8861,False,🧩-letterloops,impressible
1232340356234870824,2024-04-23 14:40:36.741452,LetterLoops,True,🧩-letterloops,"🔒 Puzzle Still Exclusive 🔒
11/12 of Today's summoned puzzles solved."
1232340379064602784,2024-04-23 14:40:42.170880,emusakhi,False,🧩-letterloops,impressible
1232340379937017877,2024-04-23 14:40:42.442590,LetterLoops,True,🧩-letterloops,"🥳 You Got it 🥳
Solved in 40 seconds
12/12 of Today's summoned puzzles solved."
1232340396302925845,2024-04-23 14:40:46.378848,htp8861,False,🧩-letterloops,Great job
1232340405862010900,2024-04-23 14:40:48.568956,emusakhi,False,🧩-letterloops,Thaaaanks
1232341835419095122,2024-04-23 14:46:29.400061,wittytrader_05,False,📖-story-sharing,"$Mystory
Well, if you've got funny and empathetic friends,taking a time out and having a bit of chit chat them or just one of them could really help out, it'll help you regain your composure and you'll find yourself doing just. Doesn't always work though 😅. It depends on you and your friends."
1232342140160442378,2024-04-23 14:47:42.069711,wittytrader_05,False,🧩-letterloops,Mehn this month's got a few days left.
1232342337582137418,2024-04-23 14:48:29.200144,hmairura6,False,🧩-letterloops,show leaderboard
1232342338597290066,2024-04-23 14:48:29.367723,LetterLoops,True,🧩-letterloops,"```
  LootBox ┃      User        Solves (Rank)   Mean Solve Time (Rank)  
 ━━━━━━━━━ ━━━━━━━━━━━━━━━━ ━━━━━━━━━━━━━━━ ━━━━━━━━━━━━━━━━━━━━━━━━ 
  22.59 % ┃  yogeshbansal       35 (7)            0:00:29 (5)        
  22.59 % ┃   holydiving        33 (9)            0:00:26 (3)        
  7.53 %  ┃    thegiwi          38 (3)            0:00:54 (12)       
  7.53 %  ┃ omnianalytics       34 (8)            0:00:34 (7)        
  7.53 %  ┃  maryann9609        37 (4)            0:00:49 (11)       
  3.76 %  ┃     0xjudd          32 (11)           0:00:29 (5)        
  3.76 %  ┃    htp8861          29 (14)           0:00:19 (2)        
  3.76 %  ┃   makaroni00        31 (13)           0:00:26 (3)        
  2.51 %  ┃   hmairura6         37 (4)            0:00:55 (13)       
  2.26 %  ┃    emusakhi         51 (1)            0:02:56 (17)       
  2.05 %  ┃     .djw.           33 (9)            0:00:43 (10)       
  1.88 %  ┃   windexirc         5 (20)            0:00:10 (1)        
  1.74 %  ┃    jeffmut          45 (2)            0:16:45 (21)       
  1.61 %  ┃    jada0459         28 (15)           0:00:37 (9)        
  1.51 %  ┃    sobalog          36 (6)            0:05:02 (19)       
  1.41 %  ┃  larryflorio        12 (19)           0:00:34 (7)        
  1.33 %  ┃ wittytrader_05      32 (11)           0:01:15 (16)       
  1.25 %  ┃    254karan         20 (17)           0:00:55 (13)       
  1.19 %  ┃     0xmigi          23 (16)           0:01:11 (15)       
  1.13 %  ┃   iamspoosh         13 (18)           0:05:33 (20)       
  1.08 %  ┃    k.aran_          1 (21)            0:03:38 (18)       
```"
1232342983559479377,2024-04-23 14:51:03.149830,jeffmut,False,🧩-letterloops,$feedme
1232342985543254016,2024-04-23 14:51:03.734168,LetterLoops,True,🧩-letterloops,
1232342988517015665,2024-04-23 14:51:04.477670,LetterLoops,True,🧩-letterloops,
1232343039914016809,2024-04-23 14:51:16.579773,jeffmut,False,🧩-letterloops,Overspills
1232343041436684348,2024-04-23 14:51:16.966863,LetterLoops,True,🧩-letterloops,"🥳 You Got it 🥳
Solved in 13 seconds
13/14 of Today's summoned puzzles solved."
1232343235297542144,2024-04-23 14:52:03.157516,jeffmut,False,🧩-letterloops,Throughput
1232343236442325033,2024-04-23 14:52:03.442677,LetterLoops,True,🧩-letterloops,"🥳 You Got it 🥳
Solved in 1 minute
14/14 of Today's summoned puzzles solved."
1232352679729168455,2024-04-23 15:29:34.891218,hmairura6,False,🧩-letterloops,Show leaderboard
1232352680488210502,2024-04-23 15:29:35.067117,LetterLoops,True,🧩-letterloops,"```
  LootBox ┃      User        Solves (Rank)   Mean Solve Time (Rank)  
 ━━━━━━━━━ ━━━━━━━━━━━━━━━━ ━━━━━━━━━━━━━━━ ━━━━━━━━━━━━━━━━━━━━━━━━ 
  22.59 % ┃  yogeshbansal       35 (7)            0:00:29 (5)        
  22.59 % ┃   holydiving        33 (9)            0:00:26 (3)        
  7.53 %  ┃    thegiwi          38 (3)            0:00:54 (12)       
  7.53 %  ┃ omnianalytics       34 (8)            0:00:34 (7)        
  7.53 %  ┃  maryann9609        37 (4)            0:00:49 (11)       
  3.76 %  ┃     0xjudd          32 (11)           0:00:29 (5)        
  3.76 %  ┃    htp8861          29 (14)           0:00:19 (2)        
  3.76 %  ┃   makaroni00        31 (13)           0:00:26 (3)        
  2.51 %  ┃   hmairura6         37 (4)            0:00:55 (13)       
  2.26 %  ┃    emusakhi         51 (1)            0:02:56 (17)       
  2.05 %  ┃     .djw.           33 (9)            0:00:43 (10)       
  1.88 %  ┃   windexirc         5 (20)            0:00:10 (1)        
  1.74 %  ┃    jeffmut          47 (2)            0:16:04 (21)       
  1.61 %  ┃    jada0459         28 (15)           0:00:37 (9)        
  1.51 %  ┃    sobalog          36 (6)            0:05:02 (19)       
  1.41 %  ┃  larryflorio        12 (19)           0:00:34 (7)        
  1.33 %  ┃ wittytrader_05      32 (11)           0:01:15 (16)       
  1.25 %  ┃    254karan         20 (17)           0:00:55 (13)       
  1.19 %  ┃     0xmigi          23 (16)           0:01:11 (15)       
  1.13 %  ┃   iamspoosh         13 (18)           0:05:33 (20)       
  1.08 %  ┃    k.aran_          1 (21)            0:03:38 (18)       
```"
1232353025763577976,2024-04-23 15:30:57.422055,omnianalytics,False,programming,<@840973702786580481> ... what's your plan for going through the course?  I may do it with you.
1232353511342080071,2024-04-23 15:32:53.209089,holydiving,False,🧩-letterloops,$feedme
1232353512625672253,2024-04-23 15:32:53.544409,LetterLoops,True,🧩-letterloops,
1232353516371050529,2024-04-23 15:32:54.493877,LetterLoops,True,🧩-letterloops,
1232353593290526751,2024-04-23 15:33:12.714455,holydiving,False,🧩-letterloops,regirefrants
1232353611783077989,2024-04-23 15:33:17.107544,hmairura6,False,🧩-letterloops,Meritocracies
1232353612491915314,2024-04-23 15:33:17.308798,holydiving,False,🧩-letterloops,refrigeratns
1232353612730990702,2024-04-23 15:33:17.337805,LetterLoops,True,🧩-letterloops,"🔒 Puzzle Still Exclusive 🔒
14/16 of Today's summoned puzzles solved."
1232353634856079451,2024-04-23 15:33:22.663297,holydiving,False,🧩-letterloops,refridgerants
1232353651750735902,2024-04-23 15:33:26.697328,holydiving,False,🧩-letterloops,meritocracies
1232353652874936330,2024-04-23 15:33:26.900128,LetterLoops,True,🧩-letterloops,"🥳 You Got it 🥳
Solved in 33 seconds
15/16 of Today's summoned puzzles solved."
1232353660541997090,2024-04-23 15:33:28.812477,hmairura6,False,🧩-letterloops,Refrigerants
1232353661364080701,2024-04-23 15:33:28.924206,LetterLoops,True,🧩-letterloops,"🔒 Puzzle Still Exclusive 🔒
15/16 of Today's summoned puzzles solved."
1232353677571002492,2024-04-23 15:33:32.798772,holydiving,False,🧩-letterloops,refrigerants
1232353678476709959,2024-04-23 15:33:33.010230,LetterLoops,True,🧩-letterloops,"🥳 You Got it 🥳
Solved in 39 seconds
16/16 of Today's summoned puzzles solved."
1232353679735259297,2024-04-23 15:33:33.319751,maryann9609,False,🧩-letterloops,Refrigerants
1232353680146301062,2024-04-23 15:33:33.482998,LetterLoops,True,🧩-letterloops,"Already answered 💀
16/16 of Today's summoned puzzles solved."
1232353695748849695,2024-04-23 15:33:37.127845,holydiving,False,🧩-letterloops,show leaderboard
1232353696231456829,2024-04-23 15:33:37.297170,LetterLoops,True,🧩-letterloops,"```
  LootBox ┃      User        Solves (Rank)   Mean Solve Time (Rank)  
 ━━━━━━━━━ ━━━━━━━━━━━━━━━━ ━━━━━━━━━━━━━━━ ━━━━━━━━━━━━━━━━━━━━━━━━ 
  25.68 % ┃   holydiving        35 (7)            0:00:27 (4)        
  12.84 % ┃  yogeshbansal       35 (7)            0:00:29 (5)        
  8.56 %  ┃    thegiwi          38 (3)            0:00:54 (12)       
  8.56 %  ┃  maryann9609        37 (4)            0:00:49 (11)       
  5.14 %  ┃     0xjudd          32 (11)           0:00:29 (5)        
  5.14 %  ┃ omnianalytics       34 (9)            0:00:34 (7)        
  5.14 %  ┃    htp8861          29 (14)           0:00:19 (2)        
  5.14 %  ┃   makaroni00        31 (13)           0:00:26 (3)        
  2.85 %  ┃   hmairura6         37 (4)            0:00:55 (13)       
  2.57 %  ┃    emusakhi         51 (1)            0:02:56 (17)       
  2.33 %  ┃     .djw.           33 (10)           0:00:43 (10)       
  2.14 %  ┃   windexirc         5 (20)            0:00:10 (1)        
  1.98 %  ┃    jeffmut          47 (2)            0:16:04 (21)       
  1.83 %  ┃    jada0459         28 (15)           0:00:37 (9)        
  1.71 %  ┃    sobalog          36 (6)            0:05:02 (19)       
   1.6 %  ┃  larryflorio        12 (19)           0:00:34 (7)        
  1.51 %  ┃ wittytrader_05      32 (11)           0:01:15 (16)       
  1.43 %  ┃    254karan         20 (17)           0:00:55 (13)       
  1.35 %  ┃     0xmigi          23 (16)           0:01:11 (15)       
  1.28 %  ┃   iamspoosh         13 (18)           0:05:33 (20)       
  1.22 %  ┃    k.aran_          1 (21)            0:03:38 (18)       
```"
1232354002524569650,2024-04-23 15:34:50.315210,holydiving,False,🧩-letterloops,$tip <@1063075668570669166>  $2 ETH
1232354004097568779,2024-04-23 15:34:50.671627,tip.cc,True,🧩-letterloops,<:ETH:904069312459972628> <@394372803484319744> sent <@1063075668570669166> **0.000617 ETH** (≈ $2.00).
